@relation four-1

@attribute tweets String
@attribute authors{saadhariri,salehelnaami,sameh_asker,shamma}

@data
'صحفي صهيوني حييم لفنسون سخر ضاحي خلفان مرشح مفتش عام شرطه اسرائيل',salehelnaami
'معارضه صهيوني غاضب ترامب زعم اعلن صفقه قرن انتخاب صهيوني تعزيز فرصه نتنياهو فوز ترجح توافق استغلال نتنياهو رفض فلسطيني صفقه تبرير ضم غور اردن اعترف ترامب ضم ترامب متصهين اداه رخيص يد صهيوني',salehelnaami
'ندم تكسد بضاعه اضطر بحث شئ تسويق نتنياهو غرد مقال كتاب هامشي توجه يميني اشاد دور اداره مواجهه ضد كورونا افتضاح حقيقه شخصي خالف تعليم اصدر غرد مقال مار درش كاتب صف خلفيه',salehelnaami
'غانز زعيم معارضه صهيوني يمتدح زياره وفد سعودي معسكر اوشفيتس عد خطوه مهمه تاريخي دل تحول شهد منطقه فرصه مهمه امكان اسرائيل استغلال غانز تباهى مؤخر مسؤول قتل الف فلسطيني تدمير الااف منزل حرب غزه 2 ۰ 14',salehelnaami
'اذ قال صاحب فكر تامري صدع راس حديث تحالف ايراني امريكي صاحب مشروع متضاد تنافس تحالف التقى مصلحه مؤقت دافع نمط علاقه ابرز',salehelnaami
'نا 13 صهيوني تو حكومه اسرائيلي صادق يوم احد قادم ضم غور اردن مستوطنه ضفه سواء تجمع اكبر مستوطنه نائي عنى سلطه فلسطيني قائمه ناحيه سياسي عنى برنامج سياسي قائم مفاوضه انتهى',salehelnaami
'غريدتان اتباع تيار ديني حريدي استفاده رزم مساعده قرر اسرائيل مواجهه كورونا 5 ۰ ۰ شيقل 145 دولار طفل و 75 ۰ مستوطن اخر متوسط عدد ولد عائله حريدي 8 لذا عائله ولد والد حصل 145 ۰ د',salehelnaami
'ديعوت هند ارسل ماده فحص كورونا تجهيز طبي اسرائيل استثناء اعتبار ان حكومه هند حظر تصدير تجهيز خارج نتنياهو سارع قول ان فضل علاقه متطرف مودي حلف غلاه متطرف قائم تعاون استراتيجي معاداه اسلام',salehelnaami
'يس منطقي احتفى تم تعريه طاغي غضب تعريه طاغي اخر مجرد جاثم صدر',salehelnaami
'فقيه قانوني صهيوني مرخاي كرمنتسر عمل مقاوم فلسطيني موجه ضد احتلال ارهاب شهاده احرج متصهين عربي',salehelnaami
'سيناريو رد صهيوني صاروخ مقاومه ااستهداف حماس حكم غزه اقتصر استهداف مقدر مادي ب تنفيذ اغتيال ضد تنظيم ادعى صهيوني مسؤوليه صاروخ تاستهداف حماس تنظيم نفس وتيره خيار اخير قاد مواجهه شامل',salehelnaami
'اخر استطلاع راي ظهر تقدم ليكود حزب تحالف ازرق ابيض حزب يسار تحالف احتاج مقعد فقط تمكن نتنياهو تشكيل حكومه قادم تصويت اسرائيل طابع شرقي متدين روسي صوت كتله صالح ليكود',salehelnaami
'وزير تعليم صهيوني حاخام رافي بيرتس وصف نشاط منظمه لاهف ارهابي يهودي نفذ حمله اعتداء ممنهج ضد فلسطيني مدينه مختلط ب عمل مقدس طبع ارهاب استوجب تعاون عربي امريكي مواجهه',salehelnaami
'وقت انتج بوق ليكود عربي مسلسل هارون شاشه روج تطبيع محتل صهيوني صدر تل ابيب كتاب احتفى سيره ذاتي مجرم حرب مئير هرتسيون ضابط مظلي اشتهر تمثيل اسير حرب عربي خمسيني ستيني',salehelnaami
'لذ سال رابط تقرير اهان نائب رئيس اركان جيش صهيوني اردن وصف فراشه تحرك رجل دجاج',salehelnaami
'قبيله خدمه زعيم نتنياهو محكمه وحد قائد ليكود جمهور اخص شرقي راى محاكمه محض مؤامره اقصاء التفات اراده شعب حل كمن تحييد تاثير قضاء اخمن عداله خرج منتصر محاكمه نتنياهو',salehelnaami
'حاخام اسحاك شابير احد مؤلف مصنف فقهي شريعه ملك مسوغ فقهي اوجب يهودي قتل طفل راضع عربي هارتس كشف 16212 ۰ 16 كوشنر صهر ترامب تبرع مبلغ ضخم مدرسه ادار شابيرا مقاومه مستوطنه قريب نابلس يحدثونك ارهاب',salehelnaami
'رتكب قائمه عربي مشترك خطا فادح حال دعم بنون غانز زعيم تحالف ازرق ابيض تشكيل حكومه صهيوني غاز تحالف عنصري سيستغلان دعم قائمه فقط دفع ليكود موافقه حكومه وحده نتنياهو القى قائمه سله مهمل فعل انتخاب اخير',salehelnaami
'حاخام اسحاك غيزنبرغ مهمه رئيس مخلص منتظر مؤمن قدوم انتقام عربي مليار عربي ساوى شيء قيمه انتقام تحسن روح يهودي ثني ليكود عربي حاول تسميم وعي امه بمسسلات و',salehelnaami
'ركز بحث امن قومي اسرائيلي دعا يوم تكثيف جمع معلومه استخباري عقب كشف تعاون صين تدشين مرفق نووي هدف احباط مشروع طرف عربي غض نظر هويه حاول مراكم سبب قوه هدف اسرائيل تبع',salehelnaami
'نا 12 صهيوني نقل نتنياهو مرجح اصاب مليون اسرائيلي كورو مات 1 ۰ الاف غضن شهر ملاحظه نتنياهو معني تضخيم خطر خدم مصلحه سياسي شخصيه سيما تشكيل حكوم افلات قضيه فساد استند تقييم خبير وزاره صحه',salehelnaami
'نا رسمي صهيوني جرى مقابله ناشط سوداني اسم تهنئه عباس اشاد قرار اتخذ حكومه سوداني مؤخر صعيد اجتماعي',salehelnaami
'خبر نشر صحيفه دفار اسرائيلي عام 1982 حاخام ضغط رئيس حكومه بيغن عدم تطبيع لبنان صعود بشير جميل حكم حاخام حذر تطبيع قاد زواج مختلط لبناني كارثه 1982 تعاظم تطرف صهيوني فقط قول متهافت تطبيع',salehelnaami
'تحريض اسرائيلي سبب تعاون نووي صين تصاعد هارتس دعا تنسيق امريكا اوربا احباط مركز بحث امن قومي دعا استهداف استخباري قصارى قول طرف عربي اتجه مراكم مقوم قوه هدف صهيوني',salehelnaami
'مجرم صهيوني يعكوف هايمان قائد حركه هيكل تجاهر سعي تدمير مسجد اقصى محكمه الزم شرطه صهيوني تعويض مبلغ ضخم مال سحب ترخيص سلاح ثلاث شهر كيان مكانه دفيئ ارهاب',salehelnaami
'كاتب اسرائيلي ران ايدلست معاريف حمله شن اسرائيل حركه مقاطعه دولي فشل و 1 ۰ ۰ مليون شيقل 27 مليون دولار انفق مشروع ذهب درج ريح اصل فرصه نجاح حمله انكار جريمه احتلال اخفاء قبح',salehelnaami
'مشاركه برنامج خبر بقيه شاشه تلفزيون عربي مدى جدي تعاطي اسرائيلي اعلان سلطه فلسطيني وقف تعاون امني تهديد ملك اردن رد خطوه ضم لماذا راى مقاومه شعبيه عمل مسلح مطلوب مرحله',salehelnaami
'كاتب صهيوني روى هيخ هدف ل صفقه ترامب اذلال فلسطيني منح اسرائيلي شعور قياده نتنياهو نجح الحاق هزيمه حركه وطنيه فلسطيني شعور مضلل انتظر كثير مفاجاه',salehelnaami
'راكز تفكير صهيونيي معني تحديد اتجاه تاثير كورونا استقرار نظام حكم عربي وجود نظام مصلحه وجودي يوم مركز بحث امن قومي صهيوني جرى جلسه عصف ذهن سبق مستشرق صهيوني حذر اهتزاز نظام سيسي',salehelnaami
'تنياهو كورونا تحدي هائل اقتصادي ل لذا امر تخصيص 10 مليار شيقل 25 مليار د مواجهه تبعه',salehelnaami
'عاريف منظمه صهيوني منح وزير قضاء سعودي سابق محمد عيسى جائزه طبع تملق صهيوني تبني روايه نازي عيسى وصل شجاعه جنرال صهيوني يئير جولان اعتبر سلوك اسرائيلي فلسطيني اشبه سلوك نازي ضد يهودي',salehelnaami
'صالح اسدوم اديب صهيوني دفيد غروسمان ادعى دوم حرص سلام تسويه سياسي عربي نال تقدير كبير غرب سبب موقف حالي افصح حقيقه عبر دعم مستميت تشكيل حكومه نتنياهو غانز ضم ضفه غربي راس اولويه',salehelnaami
'قال حريدي يهودي اسرائيل اندماج سياسي عزله اجتماعي',salehelnaami
'كتب 3 يوم تحقق رد رد ثاني تحقق نظري اعلان برلمان عراقي واثق مساله تدخل عسكري حال تم تجاوز اتفاق نووي اعتبار ترامب متحفز مواجهه رد عسكري ايراني غياب استقرار سياسي منع اسرائيل عمل',salehelnaami
